contig	ID	RCC01	RCC02	RCC03	RCC04	RCC05	RCC6	RCC07	RCC08	RCC09	RCC10	RCC11	RCC12	RCC13	RCC14	RCC15	RCC16	RCC17	RCC18	RCC19	RCC20	RCC21	RCC22	RCC23	RCC24
miR-219b-5p	miR-219b-5p	74	6	12	8	23	18	19	71	29	15	15	19	1	12	10	1	11	22	21	6	5	9	8	13
miR-151a-5p	miR-151a-5p	74	5006.5	3596	3856	7394	13047	548	46	493	15720	5475.5	946.5	5981.5	20602.5	2268	2643	8636.5	7100	9974	159	9876.5	1008	3880	28366
miR-592-5p	miR-592-5p	73	41	25	18	89	51	45	35	20	41	41	24	44	22	35	13	80	96	71	12	15	19	45	17
miR-4302-3p	miR-4302-3p	73	153	43	21	66	96	107	155	117	57	89	96	63	42	82	30	74	157	30	65	45	64	95	104.3333333
miR-6759-3p	miR-6759-3p	73	152	61	107	121	236	65	4	31	730	84	47	57	5	4	42	157	0	9	13	3	0	7	60
miR-576-3p	miR-576-3p	71	57	21	5	41	40	68	59	71	78	44	66	138	61	127	52	103	91	103	141	85	90	30	70
miR-101-2-3p	miR-101-2-3p	71	17012	10436	7713	15665	28717	1082	46	781	50121	10937	2310	16629	32596	11998	7764	35810	21391	24104	275	22876	3392	11411	68946
miR-6870-5p	miR-6870-5p	71	28	20	23	11	21	30	68.5	24	12	14	21	20	11	19	12	11	26	3	25	2	21	8	25
miR-3941-5p	miR-3941-5p	70	107	18	21	34	57	77	42	36	89	34	53	71	11	91	24	92	64	41	62	93	54	36	44
miR-3135a-3p	miR-3135a-3p	70	56	34	0	23	241.3333333	100	324	172	32	34	163	99	28	54.5	131	75.5	21	29	51	34	46	37	47.5
miR-423-5p	miR-423-5p	69	594	439	233	869	768	270	155	249	765	446	335	951	1313	620	346	686	758	895	309	885	562	518	1284
miR-185-5p	miR-185-5p	69	675	558	406	1852	809	534	117	1357.5	1400	863	384	1582	2685	2906	938	1292.5	1405	1820	383	1473	934	897	2123
miR-1234-5p	miR-1234-5p	69	51	27	7	72	62	151	80	94	71	42	242	114	163	351	39	116	131	100	181.5	148	120	49	136
miR-6724-4-5p	miR-6724-4-5p	68	18	15	10	49	39	69	69	40	35	31	39	52	52	56	25	27	54	28	51	50.5	32	60	36
miR-6895-3p	miR-6895-3p	68	94	16	27	37	31	77	90	52	57	41	107	65	39	40	31	52	65	83	144	89	102	46	64
miR-6797-3p	miR-6797-3p	68	37	43	46	33	380	106	490	199	40	67	246	51	87	370	150	90	58	71	277	64	105	42	115
miR-3615-5p	miR-3615-5p	67	28	31	40	115	29	59	30	105	38	20	98	144	86	283	20	39	77	80	77	117	78	59	68
miR-382-5p	miR-382-5p	66	23	18	31	146	64	53	24	87	80	64	64	91	243	101	38	89	369	111	285	368	143	53	300
miR-124-2-3p	miR-124-2-3p	65	47	29	40	114	47	97	63	30	58	47	98	44	72	60	18	27	171	35	234	151	50	142	169
miR-4516-5p	miR-4516-5p	64	25	18	9	55	61	42	183	113	36	32	64	27	41	113	39	10	51	14	87	31	65	71	74
miR-3166-5p	miR-3166-5p	63	67	31	64	62	143	40	130	84	81	33	79	18	14	41	42	67	25	16	113	46	63	51	48
miR-574-5p	miR-574-5p	63	64	93	22	97	90	75	10	185.5	78	75	65	228	51	136	70	72	108	119	68	87	119	67	31
miR-718-5p	miR-718-5p	61	21	15	24	60	29	21	34	31	25	11	27	24	22	52	10	24	36	14	25	16	23	29	27
miR-940-3p	miR-940-3p	60	38	22	2	46	31	47	58	35	39	29	99	82	37	138	15	47	44	86	17	76	62	35	85
let-7d-3p	let-7d-3p	60	517	524	203	1033	1092	143	57	199	1208	595	325	656	1525	597	692	886	1228	1347	145	1491	570	577	1672
miR-1275	miR-1275	60	14	13	0	7	12	29	6	47	9	23	5	78	38	17	8	22	90	19	170	70	58	36	39
miR-452-5p	miR-452-5p	59	221	166	240	417	885	61	34	100	1299	544	128	992	693	335	518	452	516	1195	149	502	175	409	850
miR-139-3p	miR-139-3p	58	44	16	89	43	31	36	41	28	43	14	40	31	83	94	27	39	74	99	132	117	19	41	85
miR-5195-5p	miR-5195-5p	58	47	21	26	0	7	4	87	38	17	5	0	9	58	3	0	7	1	7	2	1	0	3	10
miR-6752-3p	miR-6752-3p	57	33	23	11	58	32	42	43	50	32	15	44	34	37	110	16	27	43	12	37	47	51	30	41
miR-450a-5p	miR-450a-5p	57	432	81	99	343	412	110	25	244	1529	450	252	600	522	503	498	872	662	713	150	704	128	135	1681
miR-6869-5p	miR-6869-5p	57	188	166	144	345	61	168	95	117	109	460	144	287	94	412	233	246	176	210	89	437	228	123	129
miR-193b-3p	miR-193b-3p	57	383	36	86	235	125	105	64	398	392	501	77	841	339	255	308	375	395	148	155	228	626	215	567
miR-3648-2-3p	miR-3648-2-3p	57	43	30	47	47	66	40	50	59	24	32	49	37	42	61	11	49	34	40	68	37	12	35	38
miR-2355-3p	miR-2355-3p	56	54	58	3	48	82	73	8	64	167	45	38	163	74	53	67	190	67	206	89	174	93	45	58
miR-5010-3p	miR-5010-3p	56	83	46	8	56	89	99	84	57	82	79	47	116	32	177	50	162	37	88	96	71	66	45	45
miR-1304-3p	miR-1304-3p	56	21	11	5	18	41.5	8	6	14	20.5	21	29	16	26	8	12	21	45	14	20	21	7	12	46
let-7a-5p	let-7a-5p	56	41073.2	29845.2	15159	60369.2	65517.8	2990.4	198.8	4313.2	107892.6	42516	6460.2	37410.6	190395	16858.2	18710	56950.6	74424.2	72326.8	1161.2	75855.6	7257.6	28956.8	192675.8
miR-140-3p	miR-140-3p	55	5477	2454	6130	9024	13407	820	23	529	12712	14693	1336	9875	21947	6389	3408	15288	15872	12637	96	14807	2223	5982	29392
miR-4683-3p	miR-4683-3p	55	82	34	48	43	70	48	26	49	27	37	30	19	49	31	28	39	60	21	28	53	29	32	24
miR-1262-3p	miR-1262-3p	54	6	2	0	2	4	2	2	1	3	2	5	3	3	5	1	6	0	1	4	0	8	7	2
miR-1469-5p	miR-1469-5p	54	22	18	44	44	29	22	49	38	21	33	19	31	32	10	16	12	15	20	56	23	54	18	23
miR-3123-3p	miR-3123-3p	53	1369	378	314	755	1000	105	30	170	891	570	188	319	829	176	131	631	1378	220	6	306	62	899	1865
miR-553-3p	miR-553-3p	53	105	24	40	88	49	98	80	43	130	50	135	92	37	90	27	183	213	82	151	153	92	144	71
miR-6076-3p	miR-6076-3p	53	4	9	0	11	11	4	5	5	3	4	8	14	5	6	5	15	8	1	14	11	3	4	12
miR-2861-5p	miR-2861-5p	53	17	6	24	35	19	26	64	41	15	22	12	11	24	43	1	8	12	11	29	0	20	26	9
miR-6756-3p	miR-6756-3p	52	11	4	4	43	15	14	33	11	17	15	22	18	22	16	10	18	29	21	6	20	13	6	17
miR-1227-5p	miR-1227-5p	52	5	10	13	2	10	6	12	19	3	15	17	19	2	14	4	15	7	12	39	14	40	11	2
miR-9901-3p	miR-9901-3p	52	33	25	21	28	46	26	34	28	3	14	24	6	27	7	7	12	26	3	7	5	4	19	11
miR-1307-3p	miR-1307-3p	51	181	107	82	152	130	141	23	496	269	310	82	641	226	182	191	400	286	257	192	417	181	145	608
miR-6790-3p	miR-6790-3p	51	49	37	36	56	73	37	82	52	29	11	52	24	31	45	47	9	40	10	36	9	7	22	10
miR-6803-5p	miR-6803-5p	51	13	8	0	16	18	16	32	31	8	15	21	4	5	16	9	6	23	12	20	17	13	21	7
miR-548ag-2-5p	miR-548ag-2-5p	50	18	20	6	11	24	21	38	22	9	13	11	12	14	24	5	14	16	3	27	13	9	12	12
miR-6777-5p	miR-6777-5p	50	27	29	1	12	32	12	15.5	9	2	8	4	3	11	5	6	1	12	5	14	6	8	7	5
miR-9851-5p	miR-9851-5p	50	17	84	18	16	190	44	35	171	21	43	100	41	13	322	65	99	17	32	6	3	32	26	11
miR-5006-3p	miR-5006-3p	50	13	1	8	10	17	10	64	15	14	10	23	9	11	28	20	8	5	9	20	10	10	6	11
miR-7108-3p	miR-7108-3p	50	64	30	54	107	78	61	113	41	87	47	106	37	70	312	61	49	109	56	23	47	61.5	32	64
miR-6748-3p	miR-6748-3p	50	668	231	381	556	9732	312	236	599	774	603	636	796	636	1704	2112	1250	658	782	226	596	473	322	1283
miR-873-3p	miR-873-3p	49	46	25	11	36	25	32	35	45	20	19	36	37	17	24	8	34	29	14	31	29	28	36	20
miR-339-3p	miR-339-3p	49	663	251	549	446	671	234	55	328	639	571	279	818	738	653	407	1095	1091	617	135	876	483	295	1130
miR-4309-3p	miR-4309-3p	49	38	17	14	53	120	20	61	39	30	16	26	15	52	24	28	34	28	22	18	14	9	12	59
miR-934-3p	miR-934-3p	49	44	27	1	26	44	54	76	99	15	10	21	36	53	12	4	11	49	3	40	23	23	23	52
miR-5694-5p	miR-5694-5p	49	69	52	35	30	409	56	17	44	22	29	77	30	15	166	125	85	12	20	19	28	29	15	12
miR-4501-3p	miR-4501-3p	48	54	20	2	39.5	42	38	71	26	41	44	28	15	54	47	11	13	37	30	42	27.5	29	34	35
miR-765-3p	miR-765-3p	48	3	12	14	8	5	12	52	16	3	13	16	4	12	14	5	7	26	4	42	14	5	34	5
miR-3189-5p	miR-3189-5p	48	12	2	4	6	9	0	12	4	4	7	4	1	2	4	0	1	10	3	1	3	2	0	2
miR-548ao-5p	miR-548ao-5p	48	7	8	17	14	1	29	47	32	19	15	19	1	2	4	3	0	10	6	3	0	0	19	9
miR-6851-3p	miR-6851-3p	48	47	19	25	52	30	72	100	72	88	33	55	37	38	67	13	51	152	54	192	162	94	66	61
miR-3170-5p	miR-3170-5p	47.5	37	19	4	30	34	27	22	35	54	30	61	49	8	64	19	99	27	55	89	29	56	43	14
miR-4734-3p	miR-4734-3p	47	2	0	0	2	2	0	2	6	2	1	0	8	1	0	0	8	0	6	8	0	1	6	8
miR-6127-3p	miR-6127-3p	47	25	5	20	20	11	14	45	14	12	11	15	18	17	43	7	7	17	15	15	22	13	17	20
miR-148a-3p	miR-148a-3p	47	8718	3653	3142	15888	10828	515	39	1173	19661	12609	1087	18308	20088	1929	3481	30855.5	15810	8947	101	10403	1518	3486	43610
miR-221-5p	miR-221-5p	47	206	64	80	307	321	18	50	103	393	236	103	244	587	121	125	249	565	273	16	292	50	136	1887
miR-6082-5p	miR-6082-5p	46	111	78	51	133	77	77	49	34	152	72	26	87	56	59	29	107	95	77	8	55	29	91	38
miR-10b-3p	miR-10b-3p	46	512	193	269	376	597	143	31	50	368	367	244	419	1689	369	232	802	881	695	78	990	144	332	2800
miR-28-5p	miR-28-5p	45	1687.166667	1177.333333	788.3333333	2761	3563	161	14	132	4326.333333	1716.166667	383.3333333	2369.166667	5820	552	1202.666667	3022.5	2708.333333	3927	112	3182	464	1415.5	9835.333333
miR-30b-5p	miR-30b-5p	45	9640	4421	3637	5652.333333	7192.666667	370	32	308	22164.83333	8079.333333	1233.666667	11237	23571.66667	2103	2860	15007.66667	13170	13151.66667	140	11400.66667	1026	6010	46921.33333
miR-7851-5p	miR-7851-5p	45	127	64	52	46	119.5	26	48.5	99	74.5	44	49	112	51	101	52	49	59	34	238.5	108	48	77	89
miR-4757-5p	miR-4757-5p	44	37	23	15	18	51	19	20	15	6	10	16	4	31	1	11	16	12	17	2	2	4	18	9
miR-4651-5p	miR-4651-5p	44	1	11	0	11	27	13	41	16	7	2	4	6	3	5	8	5	2	3	15	10	3	7	16
miR-30c-1-5p	miR-30c-1-5p	44	19256	10183	6438	12670.66667	17452.33333	734	69	932	41686.16667	19603.66667	2858.333333	18725	61012.33333	4230	7738	38203.33333	27621	30943.33333	342	29953.33333	2250	12690	103460.6667
miR-8085-3p	miR-8085-3p	43	571	434	135	579	711	62	18	166	226	537	120	487	378	228	199	323	220	324	10	135	132	212	265
miR-6501-5p	miR-6501-5p	43	4	5	0	2	7	5	22	8	0	0	1	11	3	19	0	4	15	4	30	7	6	3	10
miR-183-5p	miR-183-5p	43	639	222	205	1646	470	101	31	368	1773	869	209	1199	2938	910	521	1100	853	686	71	908	256	707	2076
miR-1268b-5p	miR-1268b-5p	43	12	10	9	24	38	11	17	37	10	11	32	9	15	12	6	4	5	9	13	18	10	8	14
miR-6892-3p	miR-6892-3p	43	1	10	35	31	10	11	10	14	9	5	5	7	19	5	1	22	62	4	4	9	4	15	8
miR-6070-3p	miR-6070-3p	43	3	1	15	23	11	14	7	0	7	3	13	2	10	4	0	3	2	4	5	2	9	8	9
miR-134-5p	miR-134-5p	42	31	12	25	92	19	17	16	24	29	40	18	26	127	15	18	43	120	49	47	86	29	39	159
miR-1273h-5p	miR-1273h-5p	42	31	10	0	6	44	42	53	87	20	22	27	17	16	20	44	26	30	9	49	26	11	34	39
miR-1181-3p	miR-1181-3p	42	54	46	13	25	277.5	43	23	41	15	29	53	18	26	39	86	19	27	19	1	10	41	22	16
miR-4442-5p	miR-4442-5p	42	2	14	9	23	35	18	17	23	14	6	31	33	8	76	33	14	30	10	11	21	14	5	11
miR-2392-3p	miR-2392-3p	42	475	137	8	193	326	82	64	171	134	198	89	125	578	68	55	151	444	70	3	130	25	322	927
miR-203a-3p	miR-203a-3p	41	1299	431	279	344	149	98	19	46	469	486	273	798	3539	290	117	855	1384	869	48	830	133	468	4744
miR-10398-3p	miR-10398-3p	41	13	8	11	36	30	20	27	15	6	7	13	12	31	18	6	12	27	10	9	4	8	22	18
miR-5701-3-3p	miR-5701-3-3p	41	0	4	3	3	2	10	45	8	14	5	8	0	4	2	1	0	1	11	39	6	9	6	10
miR-29b-1-3p	miR-29b-1-3p	41	2105	1101	1560.666667	1987.333333	2631.666667	65.66666667	17	249.3333333	3100.333333	1617	231.6666667	2991.333333	4371.333333	682	890.6666667	4441	4694.666667	1305	36	1458	195	1121	6917
miR-23a-5p	miR-23a-5p	41	14	12	4	29	16	77	7	61	26	82	20	112	143	48	5	56	76	32	351	189	329	66	128
miR-6885-3p	miR-6885-3p	41	41	18	6	12	64	31	33	57	10	26	21	15	28	38	23	36	6	12	17	21	10	2	13
miR-152-5p	miR-152-5p	41	13	10	4	92	6	30	12	24	18	18	16	58	23	69	7	59	66	29	11	42	45	49	28
miR-591-3p	miR-591-3p	40	251	174	121	239	285	91	19	63	167	124	59	58	105	66	35	84	110	59	29	50	35	167	86
miR-631-5p	miR-631-5p	40	5	1	1	23	3	13	35	12	3	7	5	4	12	9	1	2	4	4	23	0	7	8	3
miR-6786-5p	miR-6786-5p	40	6.5	15.5	0	16	18.5	12	10.5	27	11	7	7	11	13.5	19	10	1	7	3	6	13.5	18.5	14	44.5
miR-6822-5p	miR-6822-5p	40	3	0	0	0	6	1	10	8	0	11	1	0	4	7	0	4	2	0	4	0	7	13	9
miR-6728-3p	miR-6728-3p	40	9	3	18	6	4	5	14	4	7	6	1	4	4	22	3	2	7	2	16	6	4	5	2
miR-378c-5p	miR-378c-5p	40	13.5	25.5	14.5	20.5	16.16666667	23	6.5	7	40.33333333	47.5	15.5	64.33333333	16.5	12.5	39.33333333	91.25	36.83333333	66.33333333	13	72	20.83333333	20	63
miR-181a-2-3p	miR-181a-2-3p	40	230	242	154	484	439	71	8	75	558	349	101	480	903	212	227	412	504	657	74	615	177	241.5	771.5
miR-4800-3p	miR-4800-3p	40	7	12	9	24	20	3	32	20	33	9	18	3	20	13	10	13	3	8	0	14	5	12	6
miR-7110-5p	miR-7110-5p	39	6	7	0	23	5	6	1	7	1	3	4	10	14	7	8	8	0	5	25	10	4	1	9
miR-1286-5p	miR-1286-5p	39	0	0	0	0	2	2	0	10	0	3	5	3	4	1	0	8	1	2	5	0	6	5	1
miR-129-5p	miR-129-5p	39	104	2	0	6	2	16	16	8	6	13	22	8	157	27	3	1	45	2	100	32	6	11	48
miR-152-3p	miR-152-3p	39	1223	1289	1411	3889	2389	133	17	145	3911	3197.5	308	3694	4933	1181	810	4336.5	3861	2608	60	2510.5	402	1259	9444.5
miR-6826-5p	miR-6826-5p	38	9	12	6	6	15	6	7	8	14	24	20	16	3	21	13	8	13	19	6	13	11	10	20
miR-770-3p	miR-770-3p	38	65	88	106	131	139	37	20	45	183	116	47	50	75	68	45	54	117	94	25	203	57	135	89
miR-12115-5p	miR-12115-5p	38	3	0	0	2	0	3	1	5	2	2	6	2	9	10	13	4	0	2	5	5	9	0	3
miR-6165-5p	miR-6165-5p	38	12	3	0	3	9	7	47	21	0	7	11	4	18	2	0	6	1	4	30	1	8	2	3
miR-4492-3p	miR-4492-3p	38	18	13	10	31	10	31	30	34	22	16	41	31	18	49	18	32	13	8	59	7	23	13	13
miR-8081-5p	miR-8081-5p	38	13	2	1	7	7	4	2	1	5	3	3	1	0	9	0	5	3	0	3	7	0	11	0
miR-328-5p	miR-328-5p	38	9	4	0	7	2	7	7	7	2	1	9	2	4	13	3	0	4	3	12	0	2	11	5
miR-483-3p	miR-483-3p	38	47	14	5	64	27	23	38	13	27	21	30	30	142	38	5	37	70	39	11	17	19	31	144
miR-4321-3p	miR-4321-3p	37	29	33	25	96	20	12	21	8	46	37	12	3	116	0	1	4	83	19	15	22	11	49	71
miR-1224-3p	miR-1224-3p	37	2	7	4	6	11	3	6	15	10	11	2	5	9	18	2	2	13	2	1	9	3	6	16
miR-4752-5p	miR-4752-5p	37	6	0	0	0	1	0	3	3	4	0	1	0	0	0	1	1	0	0	0	0	0	5	0
miR-627-3p	miR-627-3p	36	48	20	0	40	21	37	68	24	33	22	26	43	21	23	24	36	49	17	41	27	18	44	18
miR-4482-5p	miR-4482-5p	36	3	2	0	15	2.5	1	2	2	6	2	1	23	2	5	0	3	1	0	0	0	0	2	1
let-7a-2-5p	let-7a-2-5p	36	34678.08095	24835.8119	13390.97143	42541.12143	56117.45952	3020.311905	291.7440476	4015.727381	83033.06429	29932.23571	6093.807143	27936.37143	135370.4905	22748.20476	14812.59762	49358.85476	56457.9119	56490.07619	1026.014286	56482.55714	6832.492857	24219.4881	128790.3643
miR-3960-3p	miR-3960-3p	36	33	31	11	49	49	44	48	32	16	22	32	28	35	37	19	16	20	4	53	28	36	24	38
miR-190b-5p	miR-190b-5p	35	22	20	0	36	14	11	0	9	81	70	5	29	56	23	3	66	53	90	6	55	13	29	120
miR-4462-3p	miR-4462-3p	35	10	9	0	29	11	24	63	42	12	8	7	2	3	6	2	1	17	1	18	0	4	10	8
miR-922-3p	miR-922-3p	35	3	0	0	2	3	0	0	0	0	4	0	3	2	0	0	11	2	0	0	0	2	0	5
miR-636-5p	miR-636-5p	35	22	13	10	20	38.5	11.5	26	21	9	8	11	21	25	10	10	3	5	4	17	3	23	17	67
miR-27a-3p	miR-27a-3p	35	23157.5	8991.5	15864	36196.5	57393.5	1441	96	1143	51901	27331	2912	26888.5	51147	9963.5	14378.5	56417	34460.5	46056	313.5	37670.5	4716	16918.5	66988
miR-181c-5p	miR-181c-5p	35	450	151	319	387	611	66	33	134	335	546	131	489	713	597	259	621	837	1107	47	1015	85	386	1260
miR-619-5p	miR-619-5p	35	209	85	70	138	171	60	32.5	125	89	91.5	72	201	119	59.5	85	84.5	90	89	363.5	102.5	69.5	103.5	199.8333333
miR-28-3p	miR-28-3p	35	2327	1184	787	2863	2032	401	52	229	4273	2524	640	4470	3208	986	1402	4164	4053	5357	201	3679	1582	2207	4871
miR-663b-3p	miR-663b-3p	34	87	15	24	67	154	108	236	124	54	52	93	28	52	162	62	76	58	24	129	78	91	41	66
miR-579-5p	miR-579-5p	34	30	3	18	31	34	32	50	9	13	5	33	18	4	16	6	27	27	13	31	25	9	13	7
miR-3622b-5p	miR-3622b-5p	34	20	6	2	37	23	16	31	18	10	6	2	0	7	24	5	6	15	0	12	4	6	18	8
miR-6873-3p	miR-6873-3p	34	2	0	0	2	4	3	1	0	8	3	2	6	3	0	8	5	0	0	1	4	2	0	3
miR-615-5p	miR-615-5p	34	6	8	0	4	4	7	20	12	6	8	14	12	17	13	3	5	19	2	21	15	12	10	14
miR-3193-5p	miR-3193-5p	34	50	31	38	41	17	44	98	51	43	37	98	83	13	92	40	71	45	53	106	113	63	27	26
miR-1288-3p	miR-1288-3p	34	6	5	4	7	116	7	10	16	3	10	20	7	15	11	13	14	1	4	31	2	2	9	12
miR-12118-3p	miR-12118-3p	34	3	3	0	5	3	15	2	5	4	3	9	7	0	11	1	10	5	0	8	10	5	3	5
miR-320e-3p	miR-320e-3p	33.75	103.3333333	53.5	33.66666667	50.33333333	91.33333333	100.6666667	96.75	68.83333333	51.75	67.33333333	65.25	100	71.33333333	92.91666667	66.91666667	94	90.33333333	74.33333333	205.25	81.66666667	94.58333333	67.33333333	76.66666667
miR-1270	miR-1270	33	25	61	19	7	16	19	0	0	35	7	20	59	26	1	44	38	30	24	13	57	33	49	25
miR-5701-3-5p	miR-5701-3-5p	33	219	157	467	365	494	59	20	60	597	287	109	195	221	202	138	569	246	361	39	249	80	385	255
miR-10396b-3p	miR-10396b-3p	33	4	14	1	8	14	5	9	18.5	15	10	9	6	8	6	9	6	7	9	8	7	8	5	9
miR-6718-5p	miR-6718-5p	33	61	41	14	47	55	35	5	23	44	55	20	44	30	11	16	26	36	26	13	21	35	22	22
miR-7-3-5p	miR-7-3-5p	33	354	160	206	629	262	126	36	163	771.5	255	121	629	1158	1892	508	1476	1961	552	116	521	265	415	523
miR-125b-1-5p	miR-125b-1-5p	32	67	46	32	114	75	25	7	10	153	43	44	39	183	77	45	86	240	133	20	153	51	47	219
miR-18a-3p	miR-18a-3p	32	15	7	14	43	33	17	1	6	62	27	8	25	46	81	10	60	25	58	9	40	30	28	23
miR-320c	miR-320c	32	23.4	8.1	0	7	6.1	14.9	14.4	32.4	7.4	10.3	14.4	13	7.5	9.9	31.2	4.5	3.4	11	33.8	7.6	9.2	3.3	7.8
miR-1292-5p	miR-1292-5p	32	12	8	2	14	14	10	11	13	14	12	22	10	10	16	6	24	17	16	8	24	17	8	21
miR-4475-5p	miR-4475-5p	31	37	22	5	19	14	27	32	3	46	16	10	16	5	64	4	42	24	11	27	48	20	33	4
miR-218-1-5p	miR-218-1-5p	31	4	1	0	23.5	33	2	3	12	14	11	9	3	31	6	5	1	25	19	13	21	7	9	77
miR-2277-3p	miR-2277-3p	31	32	15	7	22	51	44	63	57	22.5	15	27	25	20	18	27	27	23	21	39	16	19	21	26
miR-4538-3p	miR-4538-3p	31	20	6	9	29	14.66666667	27	70	17	9	9	11	10	17	8	13	12	20	11	17	11	4	4	3
miR-6877-5p	miR-6877-5p	31	17	1	0	11	15	19	25	64	4	7	22	23	2	11	1	8	37	9	36	19	18	21	12
miR-4724-5p	miR-4724-5p	31	33	16	9	32	24	67	43	39	51	34	39	33	22	36	32	39	67	47	37	62	30	39	30
miR-514a-3p	miR-514a-3p	31	29	36	0	12	2	18	5	7	16	145	24	118	230	41	41	32	309	4	38	347	0	95	381
miR-1284-3p	miR-1284-3p	31	3	2	0	1	12	1	3	0	0	0	3	2	2	0	2	12	0	0	1	0	0	2	0
miR-103a-3p	miR-103a-3p	31	6781	3503	4804	14481	6864	426	29	427	16081	9071	846	8891	17549	6723	4884	18616	10764	13784	75	12640	1243	3517	21477
miR-4308-3p	miR-4308-3p	31	19	6	31	18	12	10	25	21	9	5	11	2	4	13	8	5	12	3	9	5	3	7	5
miR-3159-3p	miR-3159-3p	31	67	28	26	67.5	95	18	13	25	49	38	15	50	74.5	12	40	28.5	34	19	68.5	38	22	40	75.5
miR-532-5p	miR-532-5p	31	921	250	309	667	628	129	25	156	1662	648	266	665	3465	507	318	2204	2031	891	55	1805	274	606	7137
miR-3680-2-3p	miR-3680-2-3p	30	432	166	160	514	176	315	46	60	215	142	176	90	499	178	32	85	592	82	132	211	92	331	272
miR-222-3p	miR-222-3p	30	2937	1066	1540	7768	6382	718	194	1834	6060	8236	1639	7317	11584	4144	2462	5533	11865	6682	384	6557	1256	3813	19952
miR-601-5p	miR-601-5p	30	115	58	41	46	336	63	28	69	86	62	75	58	35	37	109	32	15	24	14	20	24	27	31
miR-663b-5p	miR-663b-5p	30	16	6	2	9	9	14	9	17	8	3	4	7	12	10	2	14	12	3	27	11	4	9	9
miR-939-5p	miR-939-5p	30	22	8	0	11	39	23	84	20	7	5	25	19	19	41	10	13	3	1	46	19	30	3	18
miR-1303-3p	miR-1303-3p	30	28	26	15	43	35	17	23	43	48	30	23	89	46	49	30	76	64	70	24	72	48	23	124
miR-5195-3p	miR-5195-3p	30	30	5	0	48	39	68	26	24	10	43	14	7	32	4	9	25	57	2	73	31	38	49	106
miR-26a-2-5p	miR-26a-2-5p	29	39183	18604.33333	22983.66667	51171	50121	1882	169	1632.333333	89883	30122.66667	5858	34551	131817.3333	14675.33333	13614.66667	79272.66667	75845.66667	58068.33333	496.6666667	55609.66667	5540	27227.66667	201247
miR-6836-3p	miR-6836-3p	29	26	21	8	54	38.5	85	19	43	36	10	83	111	94	316	35	77	101	47	31	115	19	38	44
miR-106b-3p	miR-106b-3p	29	554	286	386	856	679	257	5	176	1070	649	187	916	1138	1770	576	1235	738	1183	111	905	557	626	828
miR-561-3p	miR-561-3p	29	16	11	0	7	8	12	8	13	28	12	15	21	5	9	7	7	11	11	15	20	4	22	8
miR-1247-5p	miR-1247-5p	29	33	20	28	76	39	11	17	15	79	42	39	39	69	155	25	48	78	34	37	104	40	26	92
miR-6771-5p	miR-6771-5p	29	27	8	20	26	13	14	42	13	6	14	68	3	14	37	4	11	26	7	15	17	22	6	9
miR-3176-5p	miR-3176-5p	29	51	40	17	98	47	26	6	29	56	36	4	6	65	12	12	9	30	21	0	17	7	35	51
miR-1203-5p	miR-1203-5p	29	1	2	0	0	7	1	1	7	1	1	2	0	2	1	0	1	4	0	0	1	0	1	1
miR-432-5p	miR-432-5p	28	18	11	6	84	58	14	5	16	38	47	6	8	116	16	35	31	52	25	17	74	13	27	116
miR-132-5p	miR-132-5p	28	105	69	47	193	155	102	37	64	135	148	89	163	391	148	106	180	366	242	165	366	190	101	506
miR-378d-1-3p	miR-378d-1-3p	28	167.2333333	52.33333333	16.3	88.36666667	74.1	124.0666667	63.66666667	198.3	161.8	664.3	127.1	1689.1	73.33333333	71.53333333	150.1666667	351.8	158.7	196.1666667	123.8	311.9666667	157.7	104.0666667	1066.933333
miR-4322-3p	miR-4322-3p	28	12	10	6	16	19	13	49	97	63	7	24	9	18	11	13	9	33	8	21	92	78	7	74
miR-7-5p	miR-7-5p	27	462	178	191	467	297	73	21	102	689	296	133	629	721	380	404	737	1018	544	70	650	147	330	736
miR-6843-5p	miR-6843-5p	27	14	19	6	27	33	20	15	16	15	7	14	16	14	24	15	4	14	12	13	22	9	10	18
miR-4741-5p	miR-4741-5p	27	6	9	0	15	26	25	53	19	10.5	7	5	3	22	28	8	5	7	14	12	11	4	36	17
miR-4688-3p	miR-4688-3p	27	0	4	0	0	3	1	0	0	1	0	2	0	1	0	0	3	1	3	0	1	0	0	0
miR-3663-3p	miR-3663-3p	27	11	21	10	25	23	14	20	41	18	13	33	0	19	14	6	7	22	5	20	18	9	3	13
miR-103a-2-5p	miR-103a-2-5p	27	4	4	17	8	4	3.5	6	10	12	13	3	12	11.5	5	11.5	26	31.5	19	0	7	0	9	8
miR-3913-2-5p	miR-3913-2-5p	27	22	12	6	16	24	30	4	25	11	7	14	26	36	17	22	26	29	40	41	46	30	5	52
miR-216a-3p	miR-216a-3p	27	106	53	53	114	51	45	21	14	17	29	8	14	76	38	9	17	22	13	0	8	17	43	64
miR-199a-2-5p	miR-199a-2-5p	27	1836	432	1169	5113	2745.666667	197.6666667	25	71	2912	2321	614	1114	9096	810	852	1494	8901	3790	209	5096	400	2434	13464
miR-6731-5p	miR-6731-5p	27	0	1	0	0	3	0	7	9	1	0	3	1	0	0	0	5	0	0	19	6	0	0	7
miR-4270-3p	miR-4270-3p	27	6	2	0	0	3	0	3	7	0	3	3	0	0	5	0	1	5	0	0	0	2	4	1
